elec_demand_CO1,elec_demand_FL1,elec_demand_GC1,elec_demand_GC2,elec_demand_GC3,elec_demand_GC4,elec_demand_ID1,elec_demand_KY1,elec_demand_MT1,elec_demand_NE1,elec_demand_OK1,elec_demand_TX2,elec_demand_WY1,elec_demand_eastern0,elec_demand_eastern1,elec_demand_eastern2,elec_demand_eastern3,elec_demand_eastern4,elec_demand_eastern5,elec_demand_eastern6,elec_demand_western1,elec_demand_western2,elec_demand_western3
11057.0,36791.0,12443.0,17995.0,5538.0,11821.0,4679.0,11033.0,2315.0,6998.0,10360.0,41969.0,3566.0,121448.0,3777.0,31458.0,30409.0,101741.0,56205.0,17998.0,26216.0,69415.0,23598.0
10748.0,35266.0,12339.0,17845.0,5492.0,11720.0,4366.0,10877.0,2292.0,7090.0,10465.0,41619.0,3570.0,120219.0,3720.0,31199.0,30445.0,100300.0,55902.0,17330.0,24647.0,65384.0,22781.0
10707.0,33287.0,12240.0,17702.0,5448.0,11462.0,4230.0,10601.0,2290.0,7188.0,10483.0,41286.0,3535.0,117688.0,3695.0,30651.0,30304.0,96997.0,54505.0,16028.0,24071.0,64043.0,22457.0
10300.0,32589.0,12080.0,17470.0,5377.0,10976.0,4146.0,10645.0,2275.0,7170.0,10218.0,40745.0,3429.0,121535.0,3649.0,29511.0,29430.0,96392.0,53633.0,16142.0,23869.0,63744.0,22128.0
9602.0,33256.0,12300.0,17789.0,5475.0,11065.0,4014.0,10979.0,2179.0,7411.0,10514.0,41492.0,3319.0,127491.0,3739.0,30257.0,30042.0,98068.0,55149.0,16813.0,23455.0,61291.0,21449.0
9504.0,34679.0,12459.0,18018.0,5545.0,11354.0,3859.0,11424.0,2226.0,7667.0,11149.0,42023.0,3294.0,134119.0,3868.0,31446.0,31182.0,100391.0,57287.0,17894.0,22667.0,57526.0,20948.0
9703.0,36347.0,12894.0,18648.0,5740.0,11563.0,3921.0,11828.0,2287.0,7828.0,11831.0,43495.0,3361.0,139182.0,4155.0,33366.0,32538.0,102847.0,59641.0,18757.0,23076.0,57814.0,21158.0
9838.0,39853.0,13475.0,19488.0,5998.0,12065.0,4042.0,12415.0,2399.0,7805.0,12513.0,45453.0,3398.0,146121.0,4304.0,34577.0,33889.0,108348.0,62135.0,19803.0,23893.0,58906.0,21221.0
9924.0,44238.0,14301.0,20683.0,6365.0,12803.0,4176.0,13168.0,2421.0,7838.0,13301.0,48240.0,3382.0,154850.0,4343.0,35856.0,35735.0,115952.0,65607.0,21253.0,24840.0,59848.0,21933.0
10270.0,48574.0,15206.0,21991.0,6768.0,13803.0,4337.0,13940.0,2484.0,7969.0,14226.0,51291.0,3448.0,161696.0,4564.0,37676.0,38083.0,123891.0,69698.0,22465.0,25453.0,60580.0,23090.0
10830.0,52164.0,16063.0,23230.0,7149.0,14583.0,4588.0,14612.0,2580.0,8175.0,15033.0,54181.0,3534.0,166149.0,4654.0,39055.0,40190.0,130281.0,72813.0,23301.0,26297.0,63923.0,24602.0
11628.0,54876.0,16765.0,24244.0,7461.0,15113.0,4851.0,15002.0,2654.0,8337.0,15534.0,56545.0,3665.0,168016.0,4806.0,39974.0,41674.0,133683.0,75042.0,23697.0,27337.0,68257.0,26252.0
12102.0,56662.0,17209.0,24887.0,7659.0,15352.0,5081.0,15225.0,2707.0,8416.0,15877.0,58046.0,3733.0,168842.0,4816.0,40241.0,42482.0,135756.0,75719.0,23949.0,28119.0,72083.0,27661.0
12302.0,55352.0,17464.0,25257.0,7773.0,15510.0,5249.0,15219.0,2729.0,8510.0,15998.0,58908.0,3773.0,169168.0,4919.0,40374.0,42934.0,135641.0,75404.0,23927.0,28587.0,74493.0,28717.0
12426.0,58365.0,17548.0,25378.0,7811.0,15536.0,5388.0,15155.0,2776.0,8513.0,15899.0,59191.0,3816.0,168323.0,4977.0,40179.0,42847.0,134208.0,74621.0,23960.0,28704.0,75543.0,29422.0
12309.0,58339.0,17420.0,25193.0,7754.0,15488.0,5464.0,14981.0,2785.0,8402.0,15597.0,58760.0,3803.0,165036.0,4990.0,40205.0,42449.0,132454.0,73726.0,23869.0,28727.0,76752.0,29915.0
11932.0,57719.0,17089.0,24715.0,7606.0,15370.0,5554.0,14725.0,2791.0,8337.0,15174.0,57643.0,3790.0,160607.0,4981.0,39839.0,41674.0,129925.0,72283.0,23849.0,28703.0,77577.0,30293.0
11817.0,55837.0,16569.0,23962.0,7375.0,15152.0,5621.0,14256.0,2759.0,8136.0,14768.0,55889.0,3806.0,157547.0,5009.0,39210.0,40676.0,126466.0,70582.0,23672.0,28791.0,78965.0,30440.0
11946.0,53909.0,16250.0,23501.0,7233.0,14933.0,5645.0,13764.0,2738.0,8121.0,14417.0,54814.0,3835.0,154663.0,4812.0,38200.0,39914.0,122301.0,68972.0,23221.0,28823.0,79710.0,30268.0
11832.0,51334.0,15862.0,22940.0,7060.0,14649.0,5651.0,13071.0,2701.0,7907.0,13686.0,53504.0,3868.0,147163.0,4701.0,37438.0,38501.0,118107.0,67377.0,22689.0,28718.0,79835.0,29722.0
11711.0,48590.0,15099.0,21836.0,6720.0,14293.0,5569.0,12415.0,2650.0,7621.0,12818.0,50928.0,3831.0,138136.0,4658.0,36604.0,36785.0,114559.0,64140.0,21887.0,28625.0,79474.0,28967.0
11659.0,44904.0,14300.0,20680.0,6365.0,13591.0,5449.0,11661.0,2644.0,7306.0,12079.0,48233.0,3794.0,129947.0,4503.0,34592.0,34715.0,109475.0,60204.0,20464.0,28257.0,78213.0,28104.0
11442.0,41427.0,13534.0,19573.0,6024.0,12912.0,5240.0,10925.0,2532.0,7076.0,11386.0,45649.0,3736.0,122825.0,4222.0,32801.0,32854.0,103730.0,56715.0,18878.0,27918.0,76967.0,26875.0
11025.0,37273.0,12871.0,18613.0,5729.0,12221.0,4972.0,10044.0,2368.0,6880.0,10837.0,43414.0,3614.0,113238.0,3945.0,31205.0,31152.0,96581.0,53299.0,16516.0,27049.0,74574.0,25737.0
10572.0,34768.0,12020.0,17385.0,5350.0,11338.0,4630.0,9531.0,2270.0,6599.0,10068.0,40547.0,3531.0,111562.0,3604.0,28358.0,28845.0,93457.0,49702.0,16030.0,25775.0,70435.0,24414.0
9797.0,33153.0,11757.0,17002.0,5233.0,11067.0,4282.0,9280.0,2138.0,6622.0,9931.0,39656.0,3416.0,109488.0,3609.0,28001.0,28255.0,91841.0,48869.0,15377.0,24431.0,65660.0,22667.0
9665.0,31351.0,11531.0,16677.0,5132.0,10784.0,3955.0,8951.0,2138.0,6614.0,9817.0,38894.0,3392.0,106430.0,3546.0,27443.0,27865.0,89555.0,47463.0,14403.0,22573.0,59084.0,21723.0
9497.0,30535.0,11251.0,16270.0,5007.0,10437.0,3861.0,8863.0,2084.0,6511.0,9476.0,37947.0,3331.0,106622.0,3450.0,26483.0,26913.0,88918.0,46384.0,14232.0,22215.0,57856.0,21253.0
9010.0,30256.0,11244.0,16261.0,5005.0,10462.0,3719.0,8933.0,2015.0,6660.0,9631.0,37927.0,3211.0,110385.0,3463.0,26639.0,27084.0,89534.0,46817.0,14523.0,21853.0,55941.0,20585.0
8877.0,30891.0,11300.0,16342.0,5030.0,10456.0,3573.0,9139.0,2026.0,6962.0,10357.0,38114.0,3179.0,116195.0,3467.0,26752.0,27903.0,90766.0,47891.0,14738.0,21240.0,53111.0,20230.0
8925.0,32990.0,11900.0,17209.0,5296.0,10575.0,3563.0,9595.0,2051.0,7304.0,11274.0,40140.0,3205.0,122767.0,3713.0,27929.0,29240.0,93070.0,50116.0,15696.0,21230.0,52751.0,20178.0
8920.0,37314.0,12779.0,18480.0,5688.0,11204.0,3601.0,10153.0,2135.0,7481.0,12238.0,43103.0,3218.0,129475.0,3906.0,29393.0,31155.0,98745.0,52806.0,17069.0,21546.0,53070.0,20007.0
8977.0,41820.0,13734.0,19862.0,6112.0,12153.0,3694.0,10787.0,2241.0,7648.0,13140.0,46324.0,3225.0,136048.0,4062.0,31004.0,33368.0,105999.0,55992.0,18647.0,22132.0,53059.0,20560.0
9234.0,45850.0,14696.0,21254.0,6541.0,13164.0,3857.0,11334.0,2302.0,7708.0,13995.0,49572.0,3289.0,140294.0,4240.0,32717.0,35714.0,113080.0,58944.0,19754.0,22986.0,54480.0,21444.0
9883.0,48506.0,15545.0,22481.0,6919.0,14035.0,4105.0,11798.0,2399.0,7794.0,14667.0,52431.0,3421.0,142313.0,4269.0,33717.0,37707.0,119079.0,61006.0,20211.0,23932.0,57437.0,22559.0
10293.0,50280.0,16123.0,23316.0,7176.0,14665.0,4312.0,12120.0,2461.0,7916.0,15024.0,54382.0,3507.0,143526.0,4436.0,34477.0,39169.0,123128.0,62366.0,20440.0,25035.0,61225.0,23657.0
10663.0,51798.0,16620.0,24035.0,7397.0,15079.0,4484.0,12341.0,2507.0,8055.0,15302.0,56058.0,3551.0,143828.0,4481.0,34896.0,40234.0,126081.0,63478.0,20409.0,25632.0,64054.0,24466.0
10878.0,52954.0,16880.0,24411.0,7513.0,15358.0,4605.0,12527.0,2565.0,8007.0,15372.0,56935.0,3560.0,143572.0,4542.0,35307.0,40915.0,127556.0,64312.0,20276.0,25883.0,65934.0,25126.0
11097.0,53917.0,17019.0,24612.0,7575.0,15472.0,4742.0,12653.0,2587.0,8019.0,15381.0,57403.0,3595.0,142996.0,4587.0,35680.0,41200.0,127813.0,64850.0,20039.0,26077.0,67392.0,25670.0
11308.0,54089.0,17039.0,24641.0,7583.0,15466.0,4845.0,12710.0,2634.0,7878.0,15229.0,57473.0,3619.0,140868.0,4611.0,36068.0,41098.0,127100.0,64918.0,19837.0,26113.0,68421.0,26279.0
11408.0,53375.0,16886.0,24420.0,7516.0,15419.0,4938.0,12524.0,2649.0,7792.0,14825.0,56953.0,3577.0,138090.0,4724.0,36206.0,40463.0,125627.0,64361.0,19808.0,26253.0,69802.0,26594.0
11439.0,51641.0,16485.0,23839.0,7336.0,15130.0,5045.0,12283.0,2640.0,7724.0,14411.0,55601.0,3611.0,136065.0,4680.0,35949.0,39533.0,123031.0,63002.0,19699.0,26365.0,71144.0,26522.0
11394.0,50045.0,16008.0,23150.0,7125.0,14682.0,5123.0,11983.0,2618.0,7747.0,14076.0,53996.0,3652.0,133197.0,4635.0,35215.0,38524.0,119118.0,61499.0,19491.0,26557.0,72519.0,26065.0
11335.0,47841.0,15595.0,22554.0,6941.0,14308.0,5109.0,11550.0,2608.0,7555.0,13305.0,52603.0,3660.0,127214.0,4543.0,34555.0,37042.0,114951.0,60216.0,19227.0,26665.0,73124.0,25144.0
11091.0,45309.0,14802.0,21406.0,6588.0,13952.0,5058.0,10950.0,2536.0,7279.0,12487.0,49927.0,3634.0,120076.0,4496.0,33854.0,35266.0,110861.0,57433.0,18516.0,26470.0,72694.0,24355.0
10996.0,41892.0,13989.0,20232.0,6226.0,13217.0,4934.0,10270.0,2524.0,6998.0,11688.0,47188.0,3636.0,113944.0,4272.0,32085.0,33276.0,105583.0,53997.0,17592.0,26173.0,71244.0,23554.0
10808.0,38570.0,13228.0,19131.0,5888.0,12431.0,4758.0,9651.0,2401.0,6784.0,11093.0,44621.0,3543.0,108300.0,4007.0,30598.0,31485.0,100031.0,51181.0,16360.0,25870.0,70199.0,22636.0
10510.0,35912.0,12561.0,18165.0,5591.0,11741.0,4562.0,9221.0,2300.0,6645.0,10594.0,42367.0,3509.0,104802.0,3717.0,29294.0,29950.0,95723.0,49283.0,15394.0,25250.0,68117.0,22013.0
10122.0,34084.0,12081.0,17472.0,5377.0,11259.0,4239.0,8990.0,2215.0,6582.0,10274.0,40750.0,3408.0,103702.0,3633.0,28240.0,28915.0,93124.0,47911.0,15088.0,24208.0,65029.0,21107.0
9823.0,32762.0,11760.0,17008.0,5235.0,11035.0,3984.0,8791.0,2145.0,6575.0,10137.0,39667.0,3347.0,101696.0,3561.0,27949.0,28519.0,91406.0,46975.0,14542.0,23079.0,61485.0,20386.0
9755.0,30993.0,11472.0,16591.0,5106.0,10663.0,3859.0,8438.0,2129.0,6579.0,9918.0,38695.0,3353.0,98331.0,3541.0,27404.0,27832.0,89043.0,45602.0,13707.0,22369.0,58947.0,19949.0
9517.0,30094.0,11169.0,16152.0,4971.0,10283.0,3740.0,8276.0,2092.0,6437.0,9564.0,37670.0,3281.0,97893.0,3441.0,26343.0,26897.0,87820.0,44257.0,13575.0,22086.0,57790.0,19691.0
9039.0,29799.0,11040.0,15968.0,4914.0,10207.0,3645.0,8294.0,2032.0,6590.0,9704.0,37239.0,3194.0,100494.0,3497.0,26259.0,26907.0,87554.0,43913.0,13778.0,21655.0,55897.0,19197.0
8893.0,30132.0,11069.0,16008.0,4926.0,10205.0,3507.0,8536.0,2032.0,6990.0,10423.0,37335.0,3150.0,105797.0,3512.0,26355.0,27578.0,88387.0,44643.0,13821.0,20944.0,53022.0,18848.0
8888.0,32213.0,11659.0,16862.0,5189.0,10403.0,3522.0,8997.0,2047.0,7356.0,11331.0,39329.0,3148.0,112074.0,3623.0,26977.0,28986.0,90518.0,46718.0,14462.0,20996.0,52467.0,18811.0
8815.0,36250.0,12572.0,18182.0,5596.0,10992.0,3503.0,9627.0,2112.0,7632.0,12174.0,42406.0,3152.0,118433.0,3830.0,28215.0,30926.0,96261.0,49366.0,15499.0,21154.0,52533.0,18694.0
8825.0,41085.0,13566.0,19620.0,6038.0,11925.0,3592.0,10298.0,2206.0,7687.0,13034.0,45760.0,3153.0,124849.0,3965.0,29635.0,33347.0,103903.0,52854.0,16770.0,21588.0,52292.0,19556.0
9219.0,45532.0,14621.0,21145.0,6507.0,13024.0,3747.0,10944.0,2272.0,8016.0,13993.0,49316.0,3239.0,129958.0,4224.0,31310.0,35943.0,110897.0,56371.0,17663.0,22515.0,53804.0,20781.0
9772.0,49041.0,15440.0,22329.0,6872.0,13995.0,3952.0,11456.0,2388.0,8221.0,14657.0,52079.0,3325.0,133012.0,4290.0,32587.0,38045.0,116312.0,59073.0,18205.0,23495.0,56041.0,22223.0
10316.0,51769.0,16085.0,23262.0,7159.0,14805.0,4178.0,11865.0,2461.0,8386.0,15051.0,54254.0,3442.0,135730.0,4532.0,33709.0,39788.0,120227.0,60984.0,18471.0,24544.0,59609.0,23706.0
10723.0,53446.0,16558.0,23945.0,7369.0,15463.0,4357.0,12147.0,2520.0,8554.0,15350.0,55848.0,3474.0,137823.0,4617.0,34476.0,41056.0,123505.0,62118.0,18493.0,25171.0,62498.0,24889.0
11126.0,54047.0,16867.0,24392.0,7507.0,15871.0,4482.0,12333.0,2565.0,8620.0,15549.0,56891.0,3504.0,139821.0,4688.0,35221.0,41963.0,124283.0,63008.0,18428.0,25559.0,64597.0,25755.0
11361.0,54542.0,17066.0,24680.0,7596.0,16152.0,4636.0,12503.0,2626.0,8654.0,15614.0,57562.0,3527.0,141145.0,4734.0,35989.0,42438.0,123752.0,63622.0,18425.0,25734.0,66376.0,26414.0
11549.0,54759.0,17195.0,24868.0,7653.0,16276.0,4768.0,12567.0,2654.0,8599.0,15482.0,58000.0,3595.0,140865.0,4795.0,36748.0,42653.0,123050.0,64332.0,18610.0,25852.0,68048.0,26722.0
11659.0,54310.0,17069.0,24685.0,7597.0,16270.0,4889.0,12497.0,2677.0,8425.0,15104.0,57574.0,3617.0,138931.0,4837.0,37299.0,42294.0,121834.0,64485.0,18932.0,26067.0,69725.0,26882.0
11563.0,52243.0,16716.0,24175.0,7440.0,16082.0,5013.0,12286.0,2707.0,8289.0,14729.0,56387.0,3637.0,136676.0,4830.0,37331.0,41530.0,119335.0,64047.0,19025.0,26279.0,71285.0,26744.0
11653.0,50417.0,16328.0,23614.0,7268.0,15639.0,5121.0,12069.0,2701.0,8290.0,14351.0,55077.0,3706.0,135141.0,4868.0,36855.0,40744.0,115600.0,63423.0,18818.0,26709.0,72830.0,25937.0
11508.0,48494.0,15872.0,22953.0,7065.0,15286.0,5169.0,11698.0,2654.0,7984.0,13600.0,53536.0,3704.0,129137.0,4729.0,36239.0,39170.0,111696.0,62456.0,18702.0,26844.0,73570.0,24799.0
11350.0,45788.0,15026.0,21731.0,6687.0,14882.0,5118.0,11067.0,2602.0,7667.0,12683.0,50683.0,3698.0,121418.0,4659.0,35508.0,37310.0,108060.0,59872.0,18032.0,26855.0,73404.0,24210.0
11247.0,42181.0,14129.0,20435.0,6289.0,14084.0,5006.0,10424.0,2579.0,7329.0,11881.0,47659.0,3698.0,114465.0,4456.0,33674.0,35099.0,102751.0,56531.0,16949.0,26532.0,72002.0,23449.0
11031.0,38713.0,13300.0,19234.0,5920.0,13188.0,4836.0,9846.0,2460.0,7142.0,11244.0,44861.0,3628.0,109216.0,4178.0,31906.0,33105.0,96825.0,53706.0,15763.0,26356.0,71198.0,22482.0
10635.0,36966.0,12653.0,18300.0,5632.0,12415.0,4537.0,9779.0,2326.0,6923.0,10792.0,42681.0,3537.0,111358.0,3865.0,30148.0,31510.0,95566.0,52357.0,15942.0,25615.0,69130.0,21745.0
10119.0,35887.0,12608.0,18234.0,5612.0,12329.0,4234.0,9868.0,2190.0,7119.0,10959.0,42528.0,3435.0,111948.0,3745.0,30612.0,31636.0,95396.0,53241.0,15866.0,24294.0,65600.0,20820.0
10275.0,34668.0,12551.0,18151.0,5586.0,12186.0,3991.0,9801.0,2254.0,7192.0,11042.0,42333.0,3478.0,111474.0,3857.0,30629.0,31700.0,94716.0,52966.0,15382.0,23094.0,62506.0,20621.0
10420.0,32846.0,12417.0,17957.0,5526.0,11936.0,3979.0,9598.0,2258.0,7280.0,11116.0,41883.0,3493.0,109285.0,3723.0,30332.0,31634.0,92530.0,52187.0,14189.0,23505.0,64216.0,20730.0
10081.0,32357.0,12225.0,17679.0,5441.0,11483.0,3943.0,9748.0,2240.0,7314.0,10929.0,41235.0,3417.0,113341.0,3686.0,29433.0,30914.0,92868.0,51840.0,14361.0,23442.0,63881.0,20567.0
9492.0,33563.0,12414.0,17954.0,5526.0,11610.0,3798.0,10142.0,2121.0,7520.0,11271.0,41875.0,3291.0,119647.0,3765.0,30497.0,31296.0,95680.0,53987.0,15090.0,23029.0,61539.0,20059.0
9482.0,34849.0,12575.0,18186.0,5597.0,11837.0,3690.0,10629.0,2168.0,7689.0,11979.0,42418.0,3290.0,126259.0,3940.0,32004.0,32366.0,98948.0,56687.0,16090.0,22340.0,57818.0,19871.0
9635.0,36660.0,13210.0,19103.0,5880.0,12119.0,3771.0,11214.0,2269.0,7880.0,12842.0,44554.0,3336.0,130952.0,4222.0,34141.0,33759.0,101435.0,59422.0,17132.0,22844.0,58294.0,20304.0
9826.0,40224.0,13909.0,20116.0,6191.0,12642.0,3924.0,11899.0,2412.0,8027.0,13570.0,46915.0,3404.0,137589.0,4528.0,35851.0,35216.0,105738.0,62666.0,18372.0,23769.0,59812.0,20602.0
9908.0,44475.0,14924.0,21582.0,6642.0,13572.0,4112.0,12724.0,2449.0,8193.0,14492.0,50336.0,3410.0,145704.0,4676.0,37677.0,37231.0,112565.0,67012.0,19813.0,24820.0,60914.0,21296.0
10241.0,48409.0,15988.0,23121.0,7116.0,14752.0,4279.0,13514.0,2518.0,8347.0,15501.0,53927.0,3504.0,152401.0,4958.0,40171.0,39843.0,119662.0,71567.0,21097.0,25464.0,61938.0,22158.0
10781.0,51542.0,16870.0,24398.0,7509.0,15838.0,4539.0,14198.0,2659.0,8645.0,16298.0,56903.0,3594.0,157194.0,5112.0,42085.0,42162.0,125509.0,75356.0,22039.0,26372.0,65701.0,23630.0
11364.0,53401.0,17629.0,25496.0,7846.0,16619.0,4783.0,14673.0,2773.0,8843.0,16729.0,59463.0,3744.0,160001.0,5256.0,43487.0,43776.0,129372.0,77937.0,22457.0,27453.0,70687.0,25151.0
11806.0,54089.0,18136.0,26229.0,8072.0,17212.0,5042.0,14972.0,2864.0,8960.0,16972.0,61174.0,3802.0,161224.0,5348.0,44352.0,44837.0,132185.0,79599.0,22938.0,28342.0,75090.0,26396.0
12082.0,54290.0,18413.0,26630.0,8195.0,17595.0,5214.0,15134.0,2920.0,9051.0,17005.0,62106.0,3854.0,161646.0,5432.0,44970.0,45420.0,132832.0,80417.0,23164.0,28906.0,78225.0,27215.0
12371.0,54266.0,18504.0,26760.0,8236.0,17725.0,5356.0,15243.0,2958.0,9112.0,16882.0,62414.0,3883.0,161631.0,5449.0,45206.0,45504.0,132070.0,80796.0,23501.0,29151.0,80039.0,27751.0
12295.0,53631.0,18486.0,26734.0,8227.0,17778.0,5461.0,15183.0,3024.0,9038.0,16680.0,62351.0,3887.0,159108.0,5517.0,45494.0,45287.0,130577.0,80949.0,23737.0,29324.0,81900.0,28133.0
12261.0,52382.0,18313.0,26484.0,8151.0,17647.0,5598.0,14982.0,3023.0,8875.0,16300.0,61770.0,3954.0,155436.0,5482.0,45330.0,44748.0,128587.0,80298.0,23749.0,29353.0,83231.0,28390.0
12014.0,50748.0,17930.0,25931.0,7980.0,17467.0,5640.0,14692.0,3024.0,8756.0,15969.0,60481.0,3955.0,152983.0,5533.0,44768.0,44179.0,126315.0,79012.0,23502.0,29359.0,84623.0,28502.0
12067.0,49108.0,17509.0,25321.0,7793.0,17117.0,5666.0,14435.0,3008.0,8678.0,15607.0,59058.0,3975.0,150164.0,5319.0,43889.0,43425.0,122938.0,77823.0,23000.0,29461.0,84966.0,28338.0
12166.0,47207.0,17009.0,24598.0,7570.0,16769.0,5666.0,13890.0,2981.0,8504.0,14719.0,57370.0,3950.0,142434.0,5151.0,42800.0,41888.0,119396.0,76026.0,22505.0,29463.0,84553.0,27916.0
12079.0,44735.0,16045.0,23204.0,7141.0,16226.0,5637.0,13135.0,2919.0,8025.0,13753.0,54121.0,3948.0,133037.0,5053.0,41440.0,39870.0,115445.0,71888.0,21517.0,29369.0,83735.0,27394.0
12142.0,41044.0,14978.0,21661.0,6666.0,15347.0,5479.0,12261.0,2876.0,7718.0,12880.0,50517.0,3897.0,124684.0,4847.0,39067.0,37528.0,109620.0,67584.0,19738.0,29137.0,82321.0,26657.0
12006.0,37577.0,14112.0,20409.0,6281.0,14418.0,5316.0,11482.0,2733.0,7410.0,12189.0,47600.0,3833.0,118238.0,4548.0,36579.0,35280.0,103098.0,63513.0,18010.0,28719.0,80763.0,25460.0
11420.0,34464.0,13371.0,19337.0,5951.0,13501.0,4991.0,10850.0,2526.0,7177.0,11568.0,45101.0,3707.0,112923.0,4109.0,34123.0,33483.0,97549.0,59868.0,16481.0,27661.0,77820.0,24295.0
10965.0,32731.0,12787.0,18493.0,5691.0,12839.0,4616.0,10533.0,2401.0,7023.0,11077.0,43134.0,3608.0,112730.0,3939.0,32167.0,32011.0,95753.0,57507.0,16214.0,26059.0,72897.0,22975.0
10380.0,31899.0,12578.0,18190.0,5598.0,12594.0,4289.0,10400.0,2276.0,7072.0,11121.0,42426.0,3526.0,111987.0,3844.0,31838.0,31741.0,94797.0,56406.0,15558.0,24630.0,67828.0,21774.0
10343.0,30443.0,12430.0,17977.0,5533.0,12292.0,4064.0,10170.0,2302.0,7168.0,11130.0,41928.0,3538.0,110732.0,3879.0,31282.0,31567.0,92492.0,55019.0,14513.0,23586.0,64011.0,21226.0
10071.0,30215.0,12293.0,17778.0,5471.0,11882.0,3985.0,10254.0,2248.0,7207.0,10988.0,41465.0,3454.0,115004.0,3715.0,30125.0,30871.0,93010.0,54433.0,14620.0,23448.0,63330.0,20893.0
9534.0,31408.0,12507.0,18087.0,5567.0,11886.0,3854.0,10593.0,2174.0,7447.0,11234.0,42186.0,3356.0,120644.0,3830.0,30867.0,31379.0,95661.0,55789.0,15341.0,23036.0,61066.0,20398.0
9543.0,32997.0,12655.0,18303.0,5633.0,12104.0,3750.0,11009.0,2217.0,7720.0,11942.0,42688.0,3335.0,126525.0,3929.0,32264.0,32444.0,99041.0,58549.0,16362.0,22457.0,57577.0,20229.0
9689.0,34931.0,13202.0,19094.0,5876.0,12277.0,3802.0,11513.0,2278.0,8044.0,12672.0,44534.0,3388.0,130828.0,4206.0,34405.0,33618.0,101435.0,61315.0,17362.0,23002.0,57916.0,20557.0
9838.0,38247.0,13940.0,20160.0,6204.0,12714.0,3952.0,12185.0,2404.0,8353.0,13484.0,47018.0,3420.0,137057.0,4488.0,35958.0,35088.0,104503.0,63853.0,18439.0,23859.0,59371.0,20748.0
9831.0,42332.0,14826.0,21441.0,6599.0,13373.0,4121.0,12957.0,2471.0,8430.0,14384.0,50006.0,3415.0,144183.0,4651.0,37221.0,36971.0,109093.0,67050.0,19566.0,24742.0,60843.0,21506.0
10108.0,46164.0,15832.0,22896.0,7047.0,14406.0,4264.0,13752.0,2553.0,8618.0,15356.0,53401.0,3480.0,150298.0,4799.0,39423.0,39426.0,113797.0,70854.0,20656.0,25393.0,61931.0,22388.0
10670.0,50056.0,16734.0,24201.0,7448.0,15330.0,4469.0,14431.0,2639.0,8808.0,16191.0,56444.0,3562.0,154776.0,5025.0,41156.0,41708.0,117082.0,74161.0,21203.0,26062.0,65175.0,23728.0
11224.0,52854.0,17506.0,25317.0,7791.0,16071.0,4695.0,14847.0,2768.0,8882.0,16518.0,59045.0,3662.0,157079.0,5150.0,42453.0,43322.0,119295.0,76670.0,21492.0,27015.0,69270.0,25169.0
11742.0,54021.0,18073.0,26137.0,8044.0,16660.0,4909.0,15117.0,2815.0,9038.0,16716.0,60959.0,3708.0,158276.0,5230.0,43361.0,44464.0,120955.0,78118.0,21755.0,27729.0,73082.0,26384.0
12011.0,54157.0,18380.0,26581.0,8181.0,17049.0,5055.0,15242.0,2875.0,9157.0,16768.0,61995.0,3765.0,158129.0,5324.0,43973.0,45187.0,121675.0,78925.0,21685.0,28181.0,75667.0,27372.0
12195.0,53550.0,18481.0,26728.0,8225.0,17247.0,5215.0,15306.0,2901.0,9088.0,16603.0,62339.0,3799.0,157661.0,5415.0,44467.0,45294.0,121309.0,79395.0,21709.0,28454.0,77120.0,27927.0
12125.0,52280.0,18479.0,26723.0,8225.0,17273.0,5330.0,15209.0,2938.0,9032.0,16385.0,62326.0,3846.0,155162.0,5466.0,44776.0,45255.0,120929.0,79028.0,21664.0,28612.0,78680.0,28372.0
12227.0,51509.0,18309.0,26478.0,8149.0,17154.0,5455.0,15001.0,2968.0,8909.0,16090.0,61757.0,3868.0,151773.0,5452.0,44637.0,44765.0,120624.0,78007.0,21601.0,28650.0,80052.0,28573.0
12458.0,50166.0,17887.0,25867.0,7961.0,16939.0,5519.0,14713.0,2952.0,8796.0,15778.0,60332.0,3894.0,149758.0,5360.0,44007.0,43969.0,119319.0,76214.0,21560.0,28899.0,81530.0,28497.0
12606.0,49061.0,17519.0,25335.0,7797.0,16517.0,5552.0,14429.0,2927.0,8695.0,15416.0,59089.0,3947.0,147323.0,5329.0,43050.0,43039.0,116946.0,74424.0,21420.0,29082.0,82154.0,28139.0
12625.0,47278.0,17025.0,24622.0,7577.0,16210.0,5497.0,13918.0,2875.0,8554.0,14589.0,57427.0,3943.0,139790.0,5175.0,41985.0,41534.0,113932.0,72381.0,21294.0,29165.0,82086.0,27535.0
12501.0,44804.0,16059.0,23224.0,7147.0,15767.0,5527.0,13111.0,2838.0,8223.0,13636.0,54167.0,3940.0,130702.0,5143.0,40553.0,39546.0,111198.0,68357.0,20352.0,28912.0,81431.0,26994.0
12464.0,41453.0,15072.0,21797.0,6709.0,14931.0,5388.0,12261.0,2758.0,7874.0,12825.0,50839.0,3893.0,122727.0,4798.0,38134.0,37299.0,105948.0,64117.0,18890.0,28662.0,80220.0,26340.0
12156.0,37782.0,14166.0,20487.0,6305.0,13983.0,5219.0,11537.0,2626.0,7572.0,12085.0,47781.0,3817.0,116484.0,4420.0,35667.0,35021.0,100213.0,60456.0,17368.0,28312.0,78965.0,25249.0
